context,idiom,label
"['If you were sitting there you would have to peer over the pile of cups on your lap .', ""Originally a concert hall in which Liszt played and Dickens read , Cork 's Assembly Rooms then became a cinema ."", ""The usher 's name was George , and during the westerns whenever a redskin bit the dust the audience called out , ‘ Georgie , take out the body!’"", 'When the Assembly closed the story goes that they found hundreds of dead Indians behind the screen .', '[ Mick Hannigan ]']",bite the dust,i
"['Stately snippets', ""overlap with auction house chatter in that aristos are always selling the contents of the servants ' hall if they 've fallen on super - taxed times , or buying things if their grandfathers went offshore ."", ""Many experts in the auction rooms make it their business to hang out with aristos waiting for the time Uncle Marmaduke 's Van Dyck has to bite the dust , so they are privy to the ‘ who 's just acquired a new mistress whose florist is Cartier’ chatter ."", 'The general rule here is that dukes are a better topic than baronets , especially dukes who have been through several expensive duchesses ( you can never have enough ex- duchesses ) .', 'Breaking the Code']",bite the dust,i
"[""And if the head of the English department was n't so ineffectual , he 'd have told them so on Monday ."", 'She took out her diary and made a note of the time of the meeting .', 'She was determined that the new course would not bite the dust because of a rearguard action by a couple of old fogies like Maurice Webb and Henry Hedger .', 'She snapped shut the diary and looked at the next piece of paper .', ""It was a request from a colleague : he 'd be grateful if she could cast her eye over an article he 'd written for a quarterly journal , by Friday if possible .""]",bite the dust,i
"['Avon Rubber was also buoyant , adding 25p to 435p on the back of a profits recovery .', 'Euro Disney recovered , jumping 30p to 720p , a bearish statement from Guinness knocked the price down 23p to 502p , while a significant disposal at Lonrho sent the shares to 79p , up 5p .', ""Sugar 's buy - out bites the dust"", 'George Campbell', ""THE Amstrad saga took a dramatic twist yesterday with shareholders putting the boot into Alan Sugar 's £ 113 m buy - out plan .""]",bite the dust,i
"['Report , Page 24', 'The gamut of enlightenment from A to B', ""ANOTHER Budget bites the dust and I am assailed by the sobering realisation that though I 've been subjected to a fair number of them now , I have n't really understood any ."", 'The carefree days , when only swingeing increases in the price of the Beano and soor plooms impinged upon the consciousness , have long since passed .', 'Life is earnest and , as a responsible individual , I should know what is going on .']",bite the dust,i
"['Somehow I just knew in the end we would get back to the subject of money !', 'Protection Racket', ""Having realised , I suspect , at least for the time being , that they are not going to get anywhere in their fight for equal prize money at Wimbledon or the French , the Women 's Tennis Association have come up with another proposal which I know has support in some areas but which I certainly hope will also bite the dust ."", 'What they want in future is 32 seeds in all the Grand Slam tournaments instead of the 16 they have at present .', 'Their argument is that it is good for the tournament , a s well as the players concerned , if as many as possible of the higher ranked competitors survive the early rounds .']",bite the dust,i
"['A public relations strategy should touch every moving cog in the workings of your business .', ""' I wo n't name any examples of good practice but leave you to think of the company , charity or public body which you feel has had all round seal of approval , ' she commented ."", ""' Then think of any organisation whose reputation has bitten the proverbial dust over the last year and surprised you . '"", 'Ms Davidson suggests that PR is now valued more than ever before and this is reflected in the number of highly qualified people coming into the industry .', ""' The Institute of Public Relations in its turn is the guardian of ethics and professional standards and membership should be the benchmark for any organisation seeking to employ a public relations practitioner , ' she said .""]",bite the dust,i
"['By WINIFRED CARR', 'THE PAST three dry years have not been good ones for young trees .', 'A winter - flowering cherry , planted in memory of someone in a place I can not visit to water regularly , bit the dust last spring , but a replacement seems to have become established and even had a few blossoms this winter .', 'Another cherry , the double pink Kiku - shidare Sakura , no longer weeps gracefully over the terrace pond as it did for more than 20 years .', 'In spite of many buckets of water , it gave up the struggle last summer and had to be cut down .']",bite the dust,i
"[""Of course , if it should offer compensation in this case , the Government would open up a Pandora 's box of claims from other similar cases ."", 'Also early in 1988 licensed dealers such as Eyas Securities and Afcor Investments were closed down .', 'Futures firms such as Stox and DPR Futures , who used hard sales techniques in the mould of LHW , which did survive the onset of the Financial Services Act ( 1986 ) , also bit the dust for various reasons .', 'Frightened DPR account executives , knowing their firm \'s appalling reputation , were asking themselves : "" Will we ever work in the City again ? ""', 'Photographers hung around their offices at the Corn Exchange Buildings in the City of London .']",bite the dust,i
"['Consortium Developments Ltd , a company established by Bovis , Barratt , Wimpey and Beazer , was behind the spectre of Stone Bassett and fought long and hard for permission to develop an area of 12,000 acres and build 6,000 houses .', 'Within the package were a country park , leisure centre , swimming pool , schools and health care — all thrown in .', 'But Stone Bassett bit the dust , the case against the development was taken up by some of the highest paid planners in the land and sounded a massive victory for conservationists .', 'The same happened to Foxley Wood ( Hampshire ) and Tillingham Hall ( Essex ) , new towns that would have been a dream come true for some people , but which were deemed unjustifiable and unnecessary by the Government inspector of planning appeals .', 'The developers tend to argue that country living offers people a good quality of life , and that they are relieving pressure on towns which are bursting at the seams , such as Reading , Camberley and Swindon .']",bite the dust,i
